price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
12000,2013,chevrolet traverse,good,6,gas,109000,automatic,SUV,,,2018-08-24,24
5595,2010,dodge grand caravan,good,6,gas,170165,automatic,van,silver,,2018-12-29,5
8995,2011,buick enclave,like new,6,gas,99696,automatic,SUV,black,,2018-05-03,17
2695,,honda civic,good,4,gas,212000,automatic,coupe,black,,2019-02-15,25
9000,2010,chevrolet silverado,good,,gas,89000,automatic,pickup,white,,2018-06-02,24
14000,2003,ford f-250,excellent,8,diesel,150000,automatic,truck,red,1,2018-08-19,85
7499,2006,toyota prius,excellent,4,hybrid,103623,automatic,sedan,,,2018-11-07,27
800,2002,toyota camry,fair,4,gas,300000,automatic,sedan,silver,,2019-03-10,35
8850,2010,toyota rav4,excellent,4,gas,131500,automatic,SUV,black,,2018-10-01,44
32000,2013,ford f-250,excellent,,diesel,118000,automatic,pickup,white,1,2018-06-23,50
25700,,jeep wrangler,excellent,6,gas,103000,automatic,offroad,black,1,2018-07-26,21
11500,2015,ford escape,excellent,4,gas,74500,automatic,SUV,red,,2019-04-01,25
25600,2017,ford mustang gt coupe 2d,good,8,gas,42957,other,coupe,,,2018-11-21,8
23000,,ford f150 supercrew cab xlt,good,,gas,77994,other,pickup,,1,2018-10-05,29
9875,2009,jeep wrangler,good,6,gas,95323,manual,convertible,black,1,2019-04-01,23
4900,2005,ford explorer,excellent,6,gas,185000,automatic,SUV,,1,2018-12-23,112
23500,2014,chevrolet silverado,excellent,8,gas,147500,automatic,truck,,1,2018-10-03,38
5125,2010,subaru outback,good,,gas,256707,automatic,wagon,grey,1,2019-04-08,8
6800,2006,toyota tacoma,good,6,gas,204000,automatic,pickup,black,,2019-03-22,38
14500,2016,honda cr-v,excellent,4,gas,39000,automatic,SUV,silver,,2018-08-25,28
8995,2008,ram 2500,good,6,diesel,,automatic,truck,red,1,2018-07-07,58
14950,2011,chevrolet silverado 2500hd,excellent,8,gas,198200,automatic,truck,black,1,2018-10-31,80
19500,2012,chevrolet silverado,excellent,8,gas,118500,automatic,truck,white,1,2019-04-11,18
13897,2017,toyota corolla,excellent,4,gas,34293,automatic,sedan,white,,2018-09-22,32
11499,2017,nissan sentra,excellent,4,gas,42761,automatic,sedan,grey,,2018-05-20,51
12399,2017,nissan sentra,excellent,4,gas,26031,automatic,sedan,white,,2019-01-24,36
4900,2001,chevrolet tahoe,good,8,gas,244665,automatic,SUV,white,1,2018-10-21,16
17500,2016,honda accord,like new,4,gas,74352,automatic,sedan,silver,,2018-06-04,28
3500,2004,ford f150,good,6,gas,186000,automatic,truck,white,,2019-04-08,75
12500,2002,jeep wrangler,excellent,6,gas,94880,manual,offroad,,1,2019-01-10,51
11500,2004,ford f-250 super duty,good,8,diesel,272000,automatic,truck,,1,2018-05-03,44
8875,2010,ford f250,excellent,8,diesel,,manual,pickup,silver,1,2018-11-13,19
4750,2005,chevrolet silverado 1500,good,8,gas,,automatic,pickup,grey,1,2018-09-08,30
9500,2004,chevrolet silverado,good,8,gas,169000,automatic,pickup,white,1,2019-01-25,24
9499,2001,jeep wrangler,excellent,6,gas,,automatic,SUV,blue,1,2019-02-24,54
55000,2018,chevrolet silverado 2500hd,like new,8,diesel,35800,automatic,pickup,silver,1,2018-11-21,10
18990,2013,ford f250,good,8,gas,45915,automatic,truck,white,,2018-06-02,92
15990,2012,chevrolet silverado,good,8,gas,73209,automatic,pickup,white,1,2018-07-13,31
22990,2015,ford f250,good,8,gas,56226,automatic,truck,white,,2018-09-01,13
14990,2008,ford f350,good,8,gas,35444,automatic,truck,white,,2018-09-26,42
19990,2014,ford f250,good,8,gas,61876,automatic,truck,white,,2018-09-05,66
23990,2015,ford f150,good,6,gas,58020,automatic,pickup,,1,2018-05-08,40
4595,2007,ford edge,excellent,6,gas,171000,automatic,SUV,silver,,2018-08-07,58
25885,,ram 1500,good,6,diesel,74491,automatic,truck,white,1,2019-03-26,54
15300,2012,ford f-150,excellent,6,gas,201000,automatic,truck,,1,2019-04-14,11
10900,2003,ford f-250 sd,good,8,diesel,,automatic,truck,white,1,2018-10-06,49
16990,2017,ram 1500,good,6,gas,41491,automatic,pickup,white,,2018-06-11,101
1,2001,volkswagen jetta,good,4,gas,,manual,sedan,blue,,2018-05-10,29
4500,1999,subaru forester,good,,gas,243850,automatic,SUV,,1,2018-06-22,16
13250,2009,chevrolet silverado 3500hd,good,,gas,,automatic,truck,black,1,2018-12-28,12
14500,2011,chevrolet silverado 1500,good,8,gas,96550,automatic,pickup,silver,1,2018-08-22,7
14000,2016,ford fusion se,like new,4,gas,62000,automatic,sedan,silver,,2018-12-01,93
4500,2002,gmc yukon,good,8,gas,217019,automatic,SUV,white,1,2018-10-14,27
3500,2002,chevrolet suburban,fair,8,gas,134000,automatic,SUV,blue,,2018-11-18,153
9499,2012,volkswagen passat,excellent,,diesel,102200,automatic,sedan,,,2018-10-15,57
4800,2008,ford fusion,excellent,6,gas,134293,automatic,sedan,black,,2018-07-05,41
22500,2017,ford f250,good,8,gas,117000,automatic,pickup,white,1,2018-08-04,62
6000,2010,toyota corolla,excellent,4,gas,89910,automatic,sedan,,,2018-05-16,61
30487,2015,toyota tundra,like new,8,gas,52500,automatic,truck,,1,2018-09-26,32
11000,2005,ford f150,excellent,8,gas,93692,automatic,truck,black,1,2018-05-26,17
17250,2016,ford f250 super duty,good,8,gas,52000,automatic,pickup,white,1,2018-07-19,23
6790,2008,honda civic,good,4,gas,135399,manual,sedan,blue,,2019-03-29,144
35900,2016,chevrolet camaro,like new,8,gas,5000,automatic,coupe,silver,,2018-09-04,40
37500,2015,ram 2500,like new,6,diesel,64000,automatic,pickup,white,1,2018-08-13,63
23900,,ram 2500,good,6,diesel,136516,automatic,truck,,1,2018-09-20,25
3450,2012,nissan altima,good,4,gas,170000,automatic,sedan,,,2018-11-12,32
5800,,toyota camry,excellent,4,gas,102960,automatic,sedan,silver,,2018-10-11,20
8995,2008,ford ranger,excellent,6,gas,89710,automatic,pickup,white,1,2018-06-23,13
7600,2006,toyota rav4,excellent,4,gas,,automatic,SUV,red,,2018-07-03,10
4500,1996,jeep grand cherokee,excellent,8,gas,99000,automatic,SUV,red,1,2018-05-02,56
1,2016,ram 3500,excellent,10,gas,43200,other,truck,white,1,2018-08-12,6
1,2018,honda civic,excellent,10,gas,,other,hatchback,black,1,2018-12-24,14
1,2016,ford f-250 sd,excellent,10,gas,65685,other,truck,black,1,2018-05-14,14
1,2017,jeep wrangler,excellent,10,gas,38617,other,SUV,black,1,2019-01-24,65
4500,2000,ford ranger,excellent,6,gas,139000,automatic,truck,blue,1,2019-01-03,27
6499,2010,ford escape,excellent,4,gas,,automatic,SUV,white,,2019-03-20,14
3900,2004,nissan frontier,good,4,gas,153000,manual,pickup,silver,,2018-05-13,11
1,,chevrolet tahoe,excellent,8,gas,1003,automatic,SUV,black,1,2018-06-25,40
1,2018,chevrolet colorado,excellent,6,gas,,automatic,truck,,1,2018-05-05,18
1,,chevrolet camaro,excellent,10,gas,36927,other,coupe,silver,1,2018-09-04,31
1,2016,chevrolet camaro,excellent,10,gas,48223,other,coupe,silver,1,2018-05-23,5
1,2018,dodge charger,excellent,10,gas,2196,other,sedan,custom,1,2018-12-13,76
1,2017,dodge charger,excellent,10,gas,51482,other,sedan,red,1,2019-01-24,40
2000,1997,jeep cherokee,excellent,6,gas,170000,automatic,SUV,,1,2019-01-24,52
15500,2018,chevrolet silverado,good,8,gas,73095,automatic,truck,white,1,2018-08-03,13
46267,2018,ford f-250,like new,8,diesel,,automatic,truck,grey,1,2018-06-23,28
8950,2011,subaru forester,excellent,4,gas,,automatic,SUV,blue,1,2018-11-15,27
21890,2013,ford f-150,good,6,gas,91537,automatic,pickup,,1,2019-02-05,26
10700,2014,dodge charger,good,6,gas,122265,automatic,sedan,blue,,2019-01-05,8
2500,2006,dodge grand caravan,good,6,gas,,automatic,mini-van,green,,2018-08-07,83
8888,2007,ford mustang,excellent,6,gas,,automatic,coupe,red,,2019-03-04,41
1,2016,toyota tundra,excellent,10,gas,47139,other,truck,brown,1,2018-12-10,95
1,2015,jeep grand cherokee,excellent,8,gas,42442,automatic,SUV,,1,2018-05-30,10
3995,2007,hyundai santa fe,excellent,6,gas,178000,automatic,SUV,brown,,2018-07-01,11
28999,2017,ford expedition,excellent,10,gas,,other,SUV,,1,2019-01-31,21
1,2018,ford f-150,excellent,,gas,18362,automatic,truck,blue,1,2018-10-20,94
1,2017,jeep wrangler,excellent,10,gas,38617,other,SUV,,1,2018-09-26,36
1,2018,ford f-150,excellent,10,gas,17976,other,truck,grey,1,2018-07-28,74
1,2018,honda civic,excellent,10,gas,20296,other,hatchback,,1,2018-05-11,41
6995,,ford escape,excellent,4,gas,127000,automatic,SUV,black,,2018-10-15,7
1,2018,toyota camry le,excellent,4,gas,38860,automatic,sedan,white,,2018-05-24,36
1,,chevrolet suburban,excellent,8,gas,16931,automatic,SUV,black,1,2019-04-02,53
1,,honda civic,excellent,4,gas,60664,manual,sedan,blue,1,2019-03-25,39
25390,2018,dodge charger,like new,6,gas,,automatic,sedan,red,,2018-07-12,19
5995,2011,ford edge,excellent,,gas,200000,automatic,SUV,blue,,2018-06-09,52
3995,2011,nissan versa,excellent,4,gas,155000,automatic,hatchback,silver,,2018-09-13,43
12250,2010,chevrolet silverado 1500,excellent,,gas,120691,automatic,pickup,white,,2018-07-26,47
10000,2006,ford f350,good,8,diesel,210000,automatic,truck,,1,2018-08-28,44
4400,2007,chevrolet silverado,good,8,gas,176000,automatic,truck,blue,1,2018-07-01,39
2500,2004,ford escape,good,,gas,159400,automatic,SUV,white,,2019-03-30,15
10990,1993,chevrolet corvette,excellent,8,gas,55001,automatic,coupe,red,,2018-05-11,14
6985,2013,ford focus se,excellent,4,gas,,automatic,sedan,black,,2018-12-16,77
36900,2017,gmc sierra 2500hd,like new,8,diesel,85000,automatic,pickup,white,1,2018-08-17,38
2800,2006,dodge charger,good,6,gas,,automatic,coupe,,,2018-10-07,24
5999,2009,nissan sentra,excellent,4,gas,,automatic,sedan,black,,2019-01-31,39
14900,2013,dodge grand caravan,good,6,gas,,automatic,mini-van,black,,2018-07-13,37
3000,2006,gmc yukon,good,8,gas,274000,automatic,SUV,grey,1,2018-10-30,66
1,,ram 3500,excellent,10,gas,43200,other,truck,white,1,2018-10-18,8
1,2018,ford f-150,excellent,8,gas,,automatic,truck,green,1,2018-09-09,48
1,2018,chevrolet silverado 1500,excellent,8,gas,20627,automatic,truck,white,1,2018-09-23,14
1,,ram 3500,excellent,6,gas,71719,automatic,truck,,1,2018-12-27,33
1,2017,ram 1500,excellent,6,gas,31026,automatic,truck,,1,2019-02-09,56
1,2017,ram 3500,excellent,10,gas,57482,other,truck,white,1,2018-09-24,112
1,2018,dodge charger,excellent,10,gas,2196,other,sedan,custom,1,2018-09-09,38
1,2018,chevrolet camaro,excellent,10,gas,6886,manual,coupe,red,1,2018-12-21,40
3400,2009,ford fusion se,good,6,gas,,automatic,sedan,black,,2018-07-04,18
15400,2006,chevrolet corvette,excellent,8,gas,103000,automatic,convertible,red,,2019-03-27,92
9500,,hyundai santa fe,excellent,4,gas,100350,automatic,SUV,red,,2019-03-24,27
4500,2010,volkswagen jetta,excellent,5,gas,142000,manual,sedan,silver,,2018-06-25,22
16999,2016,chrysler town & country,excellent,,gas,100761,automatic,mini-van,,,2019-01-04,19
59988,,cadillac escalade,excellent,8,gas,,automatic,SUV,white,1,2019-03-08,76
15995,2015,ram 1500,like new,8,gas,99000,automatic,pickup,grey,,2018-09-27,105
2995,2006,ford focus,excellent,4,gas,92576,automatic,hatchback,green,,2018-08-27,70
3850,2008,hyundai sonata,good,4,gas,158000,automatic,sedan,green,,2018-05-01,20
7900,2005,jeep wrangler,excellent,4,gas,97238,manual,convertible,red,1,2019-04-15,50
18700,2012,ram 1500,good,8,gas,82000,automatic,pickup,grey,1,2018-09-06,51
4450,2007,subaru forester,excellent,,gas,140000,automatic,wagon,silver,1,2019-01-09,9
2550,2007,ford escape,good,4,gas,200000,manual,SUV,black,,2018-10-03,28
3550,2008,kia sorento,good,,gas,119000,automatic,SUV,grey,,2018-12-31,55
15900,2014,dodge grand caravan,excellent,6,gas,43236,automatic,SUV,blue,,2018-11-06,68
25500,2018,toyota tacoma,like new,4,gas,4500,automatic,pickup,white,,2018-12-12,85
36993,2016,chevrolet silverado 2500hd,like new,8,diesel,67000,automatic,pickup,red,1,2018-08-09,6
11000,2011,ford mustang,excellent,8,gas,145000,manual,convertible,blue,,2018-07-31,65
10900,2013,toyota camry le,excellent,,gas,54900,automatic,sedan,silver,,2019-01-03,76
3860,2007,toyota prius,good,4,hybrid,161278,automatic,hatchback,silver,,2018-10-12,73
6999,2007,toyota camry le,good,4,gas,101190,automatic,sedan,white,,2018-05-01,30
6490,2008,honda civic,good,4,gas,142532,manual,sedan,,,2019-02-18,46
3995,,ram 1500,excellent,8,gas,95000,automatic,pickup,,1,2018-12-19,30
14000,2007,toyota tundra,excellent,8,gas,90000,automatic,pickup,grey,1,2019-01-12,30
4995,2012,volkswagen jetta,good,4,gas,120000,automatic,sedan,brown,,2019-04-16,67
1200,2004,gmc sierra,fair,8,gas,180000,automatic,pickup,black,1,2018-10-16,76
3500,2007,dodge grand caravan,good,6,gas,113000,automatic,mini-van,blue,,2018-05-07,29
15900,2014,toyota tacoma,excellent,4,gas,,manual,truck,white,1,2018-08-05,45
17000,2011,chevrolet tahoe,excellent,8,gas,135000,automatic,SUV,grey,1,2018-07-06,63
24000,2018,nissan frontier crew cab sv,good,6,gas,16295,other,pickup,blue,1,2018-05-09,65
4995,,honda accord,excellent,4,gas,192000,automatic,sedan,grey,,2018-11-16,11
5995,2003,ford f-150,excellent,8,gas,193000,automatic,truck,black,1,2019-03-20,39
9995,2014,buick enclave,excellent,6,gas,196000,automatic,SUV,white,,2018-10-07,41
14500,2015,chevrolet equinox,excellent,,gas,58000,automatic,SUV,black,,2018-06-12,55
4200,2003,jeep liberty,good,6,gas,148000,automatic,SUV,blue,1,2018-10-30,18
2000,2003,volkswagen jetta,good,4,gas,207000,automatic,sedan,red,,2018-12-27,60
7650,2010,honda odyssey,excellent,6,gas,137101,automatic,van,blue,,2018-11-08,51
4995,2008,hyundai santa fe,excellent,4,gas,148000,automatic,SUV,silver,,2018-09-29,51
7995,2010,toyota corolla,excellent,4,gas,130433,automatic,sedan,black,,2018-11-12,20
20995,,chevrolet tahoe,excellent,8,gas,,automatic,SUV,,,2018-08-20,16
3800,2002,chevrolet silverado 1500,good,,gas,109000,manual,truck,red,1,2019-02-12,27
11990,2012,jeep grand cherokee laredo,excellent,6,gas,132018,automatic,SUV,black,1,2019-02-10,16
10000,2011,toyota prius,excellent,4,gas,60200,automatic,hatchback,,,2019-04-16,22
4999,1999,chevrolet silverado,good,6,gas,161000,automatic,pickup,,1,2018-12-23,57
14800,2014,toyota rav4,excellent,,gas,130000,automatic,SUV,,1,2019-01-02,18
15000,2017,honda civic lx,excellent,4,gas,41000,automatic,sedan,,,2019-03-14,13
3400,2010,ford focus,good,4,gas,105000,automatic,sedan,green,,2019-04-14,77
12495,2012,chevrolet silverado,good,8,diesel,,automatic,pickup,,1,2019-01-29,60
27995,,chevrolet silverado,excellent,8,diesel,97300,automatic,truck,brown,1,2019-01-08,77
23000,2012,ford f250 super duty,good,8,gas,55000,automatic,truck,grey,1,2018-08-16,82
6995,2013,chevrolet impala,good,,gas,120000,automatic,sedan,red,,2018-08-15,93
22900,2008,chevrolet corvette,excellent,8,gas,69000,manual,coupe,silver,,2018-08-28,53
10995,2007,ram 1500,excellent,8,gas,122791,automatic,truck,black,1,2018-05-04,86
8000,2010,subaru forester,good,4,gas,135000,automatic,SUV,,1,2018-10-28,49
12495,,ford f-350 sd,good,8,gas,62000,other,truck,white,,2018-06-15,66
13995,2008,chevrolet silverado 1500,excellent,8,gas,93300,automatic,truck,grey,1,2018-09-13,69
12995,2013,nissan rogue,excellent,4,gas,46150,automatic,wagon,black,1,2018-09-24,21
20995,2013,ram 1500,excellent,8,gas,96100,automatic,truck,white,1,2018-09-24,11
14995,2013,honda cr-v,excellent,4,gas,,automatic,wagon,brown,1,2019-02-05,21
42995,2018,chevrolet suburban,excellent,8,gas,40800,automatic,SUV,,1,2019-04-07,7
14995,,ford ranger,excellent,6,gas,,automatic,truck,grey,1,2018-08-09,70
13250,2015,toyota camry,excellent,4,gas,56229,automatic,sedan,grey,,2018-06-27,91
4995,2006,toyota corolla,excellent,,gas,121506,automatic,sedan,,,2019-01-04,38
6895,2010,ford escape,excellent,6,gas,120973,automatic,SUV,red,1,2019-01-30,83
11499,2012,honda cr-v,excellent,4,gas,121500,automatic,SUV,green,1,2019-04-15,25
7850,2010,honda odyssey,like new,6,gas,130071,automatic,mini-van,silver,,2019-01-23,94
7995,2013,ford escape,like new,4,gas,137057,automatic,SUV,,1,2018-09-03,27
9000,2010,subaru forester,excellent,4,gas,,automatic,SUV,,,2019-04-04,28
3250,2000,ford f-150,good,8,gas,99748,automatic,truck,,,2018-10-17,4
5495,2008,chevrolet trailblazer,like new,6,gas,138487,automatic,SUV,blue,1,2018-07-26,70
4850,2010,nissan altima,good,4,gas,100000,automatic,sedan,black,,2019-02-11,15
4995,2005,ford f-250,excellent,,gas,135000,automatic,pickup,black,,2019-03-22,46
7950,2005,chevrolet colorado,excellent,,gas,113868,automatic,truck,orange,1,2018-10-08,11
25000,2012,toyota tundra,excellent,,gas,67000,automatic,truck,silver,,2018-12-13,67
6000,2007,ford f-250,good,,diesel,255000,automatic,pickup,,1,2019-03-11,44
19000,2013,chevrolet silverado,excellent,8,diesel,191000,automatic,truck,white,1,2018-09-13,43
17000,2012,toyota tundra,excellent,8,gas,86163,automatic,pickup,red,,2019-01-07,65
7500,1986,chevrolet silverado,good,,gas,75000,automatic,pickup,,1,2018-08-11,20
16500,2008,ford f-250 sd,good,8,diesel,174485,automatic,truck,red,1,2019-03-16,55
25600,2017,ford mustang gt coupe 2d,good,8,gas,42957,other,coupe,black,,2018-07-23,18
3300,2000,dodge dakota,good,6,gas,163000,automatic,truck,blue,1,2018-10-11,5
700,,jeep cherokee,fair,,gas,278199,automatic,SUV,blue,1,2018-09-21,5
2000,2007,dodge grand caravan,good,6,gas,177000,automatic,mini-van,white,,2018-05-25,98
20988,2011,chevrolet silverado,excellent,8,gas,82000,automatic,truck,white,1,2018-12-23,28
27975,2016,ford f150 supercrew cab xlt,like new,6,gas,48589,automatic,pickup,silver,1,2018-06-02,100
5500,2004,gmc sierra 1500,excellent,8,gas,144897,automatic,truck,,1,2019-03-19,10
31900,2018,chevrolet silverado 1500 crew,good,,gas,20297,other,pickup,white,1,2018-10-11,7
27400,2017,ford mustang gt coupe 2d,good,8,gas,22687,other,coupe,blue,,2018-12-25,54
18300,2010,ford mustang gt coupe 2d,good,8,gas,52624,other,coupe,blue,,2018-12-13,65
18800,2014,chevrolet camaro lt coupe 2d,good,6,gas,52348,automatic,coupe,black,,2018-12-30,10
26000,2018,chevrolet camaro lt coupe 2d,good,6,gas,,other,coupe,blue,,2018-09-07,24
26000,2015,ford mustang gt coupe 2d,good,8,gas,39274,other,coupe,,,2018-11-23,47
2900,2008,honda civic lx,excellent,4,gas,193000,automatic,sedan,blue,,2018-06-27,11
13995,2016,jeep cherokee,excellent,4,gas,71000,automatic,SUV,red,,2019-01-03,55
5000,2004,dodge dakota,good,8,gas,159800,automatic,truck,red,1,2018-08-27,20
5900,2011,chevrolet traverse,excellent,6,gas,152080,automatic,SUV,black,1,2018-11-06,58
3600,2003,chevrolet trailblazer,excellent,6,gas,142907,automatic,SUV,grey,1,2018-09-17,23
6995,2010,ford fusion,excellent,,gas,120108,automatic,sedan,silver,,2019-04-03,19
3100,2008,kia sorento,good,6,gas,187690,automatic,SUV,black,1,2019-02-18,14
5995,2010,honda odyssey,excellent,6,gas,184000,automatic,van,black,,2019-04-05,59
20500,2015,ford edge,like new,6,gas,48900,automatic,SUV,red,1,2018-05-19,60
4000,1983,chevrolet silverado,good,8,gas,,automatic,truck,silver,1,2018-09-27,16
1200,1998,ford f-150,fair,8,gas,,automatic,truck,blue,1,2018-07-25,17
13750,2016,ford focus,like new,,gas,18500,automatic,sedan,red,,2019-01-04,17
4500,2005,ram 1500,good,8,gas,136377,manual,truck,black,1,2018-08-08,63
6300,2001,chevrolet silverado,good,8,gas,221000,automatic,truck,black,1,2018-07-14,42
26000,2008,chevrolet corvette,like new,8,gas,23000,automatic,coupe,red,,2018-05-29,79
31988,2016,chevrolet silverado,like new,8,gas,4100,automatic,truck,black,1,2019-02-04,12
3995,2011,nissan versa,excellent,4,gas,155000,automatic,hatchback,,,2018-10-27,44
5995,2011,ford edge,excellent,6,gas,200000,automatic,SUV,blue,,2018-10-30,51
12900,2006,chevrolet silverado 2500hd,excellent,8,gas,185000,automatic,truck,white,1,2018-07-05,57
17000,,chevrolet corvette,excellent,,gas,46467,manual,coupe,silver,,2018-08-03,37
10500,2007,toyota tundra,excellent,8,gas,,automatic,pickup,,,2018-10-30,18
3995,2001,toyota tacoma,good,4,gas,247199,automatic,truck,silver,,2018-08-07,24
6995,2013,ford escape,excellent,4,gas,127000,automatic,SUV,black,,2018-10-11,58
19900,2012,ford f250 super duty,good,8,diesel,186000,automatic,truck,white,1,2019-01-22,71
11995,2012,chevrolet suburban,excellent,8,gas,,automatic,SUV,grey,1,2018-12-08,88
3995,2007,hyundai santa fe,excellent,6,gas,178000,automatic,SUV,brown,,2018-12-18,26
11900,2009,ford f250 super duty,good,8,gas,182000,automatic,truck,white,,2018-07-01,37
2500,1992,gmc yukon,fair,8,gas,,automatic,SUV,red,1,2018-05-14,137
24200,2018,chevrolet camaro lt coupe 2d,good,6,gas,,other,coupe,,,2018-11-23,24
27800,2016,ford f150 supercrew cab xlt,good,6,gas,47570,other,pickup,white,1,2018-08-21,80
15500,2010,cadillac escalade,like new,8,gas,,automatic,SUV,white,,2019-04-04,53
2700,2003,honda civic,good,4,gas,185000,automatic,coupe,blue,,2018-10-15,43
3995,2011,chevrolet malibu,good,4,gas,191000,automatic,sedan,black,,2019-03-28,14
9200,2011,ram 1500,good,8,gas,,automatic,truck,,,2019-03-01,40
1400,2005,subaru outback,fair,4,gas,,automatic,wagon,silver,1,2018-11-07,11
5200,,dodge grand caravan,good,6,gas,126000,automatic,mini-van,,,2018-12-16,33
13995,,chevrolet silverado 1500,excellent,8,gas,151442,automatic,truck,,1,2018-09-06,33
8500,2003,ford f150,excellent,,gas,115932,automatic,truck,,1,2018-12-29,31
37988,2017,gmc yukon,like new,,gas,38000,automatic,SUV,black,,2019-01-09,15
27900,2017,chevrolet silverado,like new,8,gas,62447,automatic,truck,brown,1,2018-11-21,22
15995,2013,jeep wrangler,excellent,6,gas,,automatic,SUV,black,1,2018-08-08,11
7995,2006,toyota tundra,excellent,8,gas,,automatic,truck,white,1,2019-02-26,26
6995,2004,ford expedition,excellent,8,gas,92546,automatic,SUV,blue,1,2019-03-12,35
7995,2002,ram 1500,excellent,8,gas,137284,automatic,truck,red,1,2018-09-05,16
8995,2001,chevrolet silverado 1500,excellent,8,gas,119726,automatic,truck,,1,2018-12-23,54
700,2009,ford focus,fair,4,gas,104240,automatic,sedan,,,2018-12-28,44
15000,2012,toyota highlander,excellent,6,gas,84000,automatic,SUV,black,1,2018-11-25,21
5900,2006,chevrolet silverado 1500,fair,8,gas,190000,automatic,offroad,white,1,2019-04-05,58
12595,2015,ford escape,excellent,4,gas,45675,automatic,SUV,,,2019-02-02,74
4500,2004,toyota camry,excellent,,gas,100,automatic,sedan,silver,,2018-05-15,44
3300,1999,ford explorer,good,,gas,,automatic,SUV,white,1,2018-07-05,42
15548,2012,chrysler 300,excellent,,gas,37975,automatic,sedan,,,2018-06-24,16
9824,2013,ford fusion,excellent,4,gas,,automatic,sedan,silver,,2018-08-07,24
7349,2014,ford focus,excellent,4,gas,,automatic,hatchback,,,2018-12-16,52
10495,2015,nissan altima,excellent,4,gas,64950,automatic,sedan,white,,2019-01-25,3
16995,2011,gmc yukon,excellent,8,gas,,automatic,SUV,,1,2018-09-11,59
3000,1991,ford f-150,good,6,gas,146551,manual,truck,blue,,2018-05-31,59
12995,2013,nissan rogue,excellent,4,gas,46150,automatic,wagon,,1,2018-09-01,75
10995,2011,ford explorer,excellent,,gas,128200,automatic,wagon,,1,2018-10-11,20
13995,2008,chevrolet silverado 1500,excellent,8,gas,93300,automatic,truck,grey,1,2019-01-23,15
20995,2013,ram 1500,excellent,8,gas,,automatic,truck,white,1,2018-07-22,39
42995,2018,chevrolet suburban,excellent,8,gas,40800,automatic,SUV,black,1,2018-11-29,19
14995,2013,honda cr-v,excellent,4,gas,60150,automatic,wagon,brown,1,2018-07-16,46
14995,2011,ford ranger,excellent,,gas,54200,automatic,truck,,1,2018-11-10,58
28900,2011,ford f-350 sd,excellent,8,diesel,120000,automatic,truck,white,1,2018-07-07,24
28950,2016,ram 3500,like new,6,diesel,121000,automatic,truck,white,1,2018-07-05,15
20988,2017,chevrolet camaro,like new,6,gas,34000,automatic,coupe,white,,2018-09-11,92
39988,2018,toyota tacoma,like new,6,gas,,manual,truck,black,1,2019-01-26,24
4300,2005,ford expedition,excellent,8,gas,,automatic,SUV,,,2018-10-23,55
120000,2006,chevrolet silverado 1500,good,8,gas,136000,automatic,truck,blue,1,2018-05-22,27
3300,2005,honda pilot,good,,gas,213800,automatic,SUV,silver,1,2018-06-29,34
299,2004,toyota camry,excellent,4,gas,185324,automatic,sedan,silver,,2019-03-28,15
19988,2018,toyota corolla,like new,4,gas,4000,automatic,sedan,red,,2018-08-24,85
24988,2017,chevrolet silverado,like new,,gas,39000,automatic,truck,black,,2019-02-07,43
24588,2019,chevrolet equinox,like new,4,gas,18280,automatic,SUV,,,2019-01-08,77
18599,2014,ford f-150,excellent,6,gas,85000,automatic,truck,,,2019-01-28,26
31988,2018,jeep grand cherokee,like new,6,gas,10000,automatic,SUV,black,,2018-06-29,53
14500,,chevrolet silverado 2500hd,excellent,8,gas,106000,automatic,truck,grey,1,2018-07-04,22
3495,2000,volkswagen jetta,good,4,gas,,automatic,sedan,silver,,2018-08-05,38
5995,2005,ford f-150,good,,gas,144000,automatic,truck,silver,1,2019-03-06,12
14500,2014,toyota tundra,excellent,8,gas,196731,automatic,pickup,white,1,2019-04-02,69
14500,,ram 3500,good,6,diesel,200000,automatic,truck,,1,2018-09-29,52
7000,2008,ford f-150,good,,gas,139973,automatic,truck,black,1,2018-05-25,7
2500,2004,acura tl,excellent,,gas,180000,automatic,sedan,grey,,2018-10-22,56
12500,2009,toyota tacoma,good,6,gas,,automatic,truck,grey,1,2018-08-06,32
25860,2016,toyota tacoma,like new,6,gas,58896,automatic,truck,grey,1,2018-11-09,46
7860,2013,kia sorento,like new,4,gas,111396,automatic,SUV,silver,1,2018-05-29,8
20990,,ram 2500,good,8,gas,121437,automatic,truck,white,1,2019-03-07,32
13990,2005,toyota tundra,good,8,gas,,automatic,truck,white,1,2019-02-27,26
5990,2008,ford explorer,good,6,gas,137809,automatic,SUV,,1,2018-11-21,15
15990,2012,ford f-250 sd,good,8,gas,113419,automatic,truck,,1,2019-03-15,31
28990,,ford f-350 sd,good,8,diesel,112150,automatic,truck,white,1,2019-01-21,55
13490,,ford econoline,good,8,gas,,automatic,truck,white,,2019-01-09,57
16990,2008,ford econoline,good,,gas,99693,automatic,truck,white,,2018-07-04,41
24990,2015,ford f-250 sd,good,8,gas,43854,automatic,truck,white,1,2019-04-16,19
19990,2010,ford f-350 sd,good,10,gas,51664,manual,truck,,1,2018-05-25,102
17490,2016,ford econoline,good,10,gas,122637,automatic,truck,,,2018-10-27,59
